subject_id,psi_spearman_rho
947,-0.08506219706190987
948,-0.3309347324217988
950,-0.5697732233752361
951,-0.3801318594758928
952,-0.30927245060270364
953,-0.47423658324426915
954,-0.09436875210611127
955,-0.27583997544598493
956,-0.5213476644526284
957,-0.20075481959741748
958,-0.2864032643441889
959,-0.31149373963709426
960,-0.15033073036272557
961,-0.3971187896308635
962,-0.3366240674887457
963,-0.1488123843326858
964,-0.4511257459657963
965,-0.5361042322095344
966,-0.2499367554946004
967,-0.3840486826457055
968,-0.3510394644880657
969,-0.46221740813151657
970,-0.2463112436751337
972,-0.3817747636890134
973,-0.13641866449762138
974,-0.24793589046841388
975,-0.4239335416288968
976,-0.14899171308393577
977,-0.2866465096222559
978,-0.11988752516799106
979,-0.36884322553481674
